date,"1호선
설화명곡
(1_1_total_kwh)","1호선
월배기지
(1_2_total_kwh)","1호선
서부정류장
(1_3_total_kwh)","1호선
반월당
(1_4_total_kwh)","1호선
신천
(1_5_total_kwh)","1호선
방촌
(1_6_total_kwh)","1호선
안심
(1_7_total_kwh)","2호선
문양기지
(2_1_total_kwh)","2호선
대실
(2_2_total_kwh)","2호선
성서산단
(2_3_total_kwh)","2호선
죽전
(2_4_total_kwh)","2호선
반고개
(2_5_total_kwh)","2호선
대구은행
(2_6_total_kwh)","2호선
만촌
(2_7_total_kwh)","2호선
대공원
(2_8_total_kwh)","2호선
사월
(2_9_total_kwh)","2호선
영남대
(2_10_total_kwh)","3호선
칠곡기지
(3_1_total_kwh)","3호선
팔달시장
(3_2_total_kwh)","3호선
남산
(3_3_total_kwh)","3호선
범물기지
(3_4_total_kwh)","1호선
설화명곡
(1_1_peak_kw)","1호선
월배기지
(1_2_peak_kw)","1호선
서부정류장
(1_3_peak_kw)","1호선
반월당
(1_4_peak_kw)","1호선
신천
(1_5_peak_kw)","1호선
방촌
(1_6_peak_kw)","1호선
안심
(1_7_peak_kw)","2호선
문양기지
(2_1_peak_kw)","2호선
대실
(2_2_peak_kw)","2호선
성서산단
(2_3_peak_kw)","2호선
죽전
(2_4_peak_kw)","2호선
반고개
(2_5_peak_kw)","2호선
대구은행
(2_6_peak_kw)","2호선
만촌
(2_7_peak_kw)","2호선
대공원
(2_8_peak_kw)","2호선
사월
(2_9_peak_kw)","2호선
영남대
(2_10_peak_kw)","3호선
칠곡기지
(3_1_peak_kw)","3호선
팔달시장
(3_2_peak_kw)","3호선
남산
(3_3_peak_kw)","3호선
범물기지
(3_4_peak_kw)","휴일
(is_holiday)","승객수
(passengers)"
2025-08-20,19423,69249,53285,44600,41460,38030,65699,29015,11493,35016,33401,36044,24903,27722,22599,30715,19371,30264,29785,29260,22670,1271,4241,3811,2949,2874,2803,4236,1958,841,2376,2400,2618,1799,2006,1726,2012,1260,2100,1984,1886,1644,0,179766
2025-08-21,21886,70759,54260,44584,42602,38782,65808,29905,12559,36598,34522,37534,27875,27236,23705,29058,21621,29938,29703,29966,22216,1263,4363,3617,2963,2916,2711,4188,2057,956,2518,2340,2496,2162,1879,1723,2006,1476,1964,2039,1924,1469,0,178262
2025-08-22,22435,67751,55199,46558,43278,38590,67138,29326,13080,35396,35286,37771,27783,28127,23401,30707,22316,29752,29033,29775,22916,1411,4308,4066,2999,3130,2790,4084,1973,1062,2753,2362,2573,2198,2038,1697,2206,1404,1941,2010,1892,1547,0,190814
2025-08-23,20326,63516,51543,47061,42844,37134,61547,28757,12962,35544,31212,37367,26114,27283,24079,27306,22143,25880,30914,29789,20929,1217,4022,3257,3180,3101,2901,3827,1963,1041,2513,2054,2518,1981,2150,1661,1866,1560,1521,2076,1809,1305,1,170770
2025-08-24,19971,60800,51460,42363,41178,35900,58672,28259,11619,33925,29888,35872,23840,27334,22283,26916,20075,28792,27504,29737,19529,1198,3732,3984,2974,2888,2565,3736,1826,868,2328,1862,2381,1659,1918,1373,1745,1318,1832,1950,1858,1256,1,127444
2025-08-25,19991,68369,53168,45376,42081,37349,66100,30684,12759,35275,32840,37076,26302,27196,22105,30912,20371,30595,30023,30072,22267,1311,4121,3754,2976,3187,2628,4178,1990,987,2426,2364,2626,1930,1819,1704,2028,1342,1814,2071,2068,1411,0,175854
2025-08-26,20784,68448,53211,45778,42836,38467,63206,29681,12126,35958,33730,36989,27412,28123,22723,27530,22157,28647,29148,29784,21781,1536,4109,3310,2995,2874,2646,4141,2021,856,2563,2177,2503,1870,1951,1786,2022,1548,1797,2120,1909,1403,0,176740
2025-08-27,20393,68186,53914,44806,42148,37727,65272,29756,12177,36445,33061,37490,26263,28162,24536,29483,20213,28685,28731,28827,21656,1455,4166,3586,2988,3001,2698,4163,1942,895,2570,2258,2594,2016,1930,1747,2024,1308,1892,2036,1806,1388,0,182281
2025-08-28,18032,70752,55516,45305,42036,38937,64554,30363,11867,34621,33598,38125,26250,28377,23758,27895,22343,30284,27147,29843,20907,1179,4205,3739,3076,3007,2771,4009,2023,866,2378,2306,2681,1903,1937,1692,2085,1433,1993,1904,1892,1495,0,178332
2025-08-29,18484,71440,53641,46573,43393,39500,64646,30173,12373,35816,34706,37230,27545,27775,24178,27136,22369,30614,29096,29284,22429,1273,4426,3590,3082,2915,2623,3940,2047,897,2839,2203,2657,1943,1903,1783,1885,1560,2013,2019,1863,1670,0,190517
2025-08-30,20318,60799,55348,43754,42498,37915,62334,29456,11556,33811,32149,36395,25212,28679,22970,27580,21377,30182,27491,29174,21370,1405,3804,3725,2984,2807,2707,3913,1906,906,2381,1946,2539,1732,2441,1548,1770,1462,1814,1927,1763,1250,1,166020
2025-08-31,17189,61511,49938,41816,42104,33732,58499,27228,11559,29210,33211,35353,22762,27722,22523,26192,19211,26327,27001,28227,19533,1179,4080,3329,2980,2909,2550,3375,1836,862,1954,2138,2366,1659,1915,1550,1611,1277,1567,1858,1858,1175,1,123112
2025-09-01,20167,67853,55812,43201,42777,38517,64354,34912,97,42148,34588,38398,25653,28434,24024,29050,21460,30191,28302,29770,21159,1277,4375,4032,3060,2859,2688,4059,2218,217,3154,2251,2758,1853,1901,1786,1868,1476,1944,2004,2019,1446,0,180971
2025-09-02,20637,66323,55387,44992,42502,37439,66425,28876,22584,289,57304,38543,26655,28511,24824,26938,22556,28571,28117,29989,20422,1503,4306,3826,3024,2997,2755,4253,1925,2014,679,3950,2573,1949,2016,1795,1788,1498,1918,2007,1950,1310,0,178793
2025-09-03,19065,67770,54895,44785,43091,37217,66337,29185,12206,48187,176,56371,27261,28108,26243,29501,20477,28374,28603,29596,20273,1346,4294,4075,2955,2938,2579,4105,1942,937,3468,706,3955,2244,1980,2110,1903,1488,1932,1944,2013,1253,0,184944
2025-09-04,19446,69425,54344,45081,41981,36484,67534,28886,11532,34495,41558,337,56223,28198,26634,28346,20618,29139,27803,28821,20632,1423,4498,4159,2924,2901,2548,4228,1961,854,2338,2834,701,4070,2078,1889,2056,1327,1964,2010,1852,1394,0,183412
2025-09-05,20257,66539,56961,43061,42250,36563,64819,29248,12035,34223,34183,46882,389,44194,25343,28760,20420,28824,28427,29739,20328,1486,4320,3936,2947,2972,2724,4259,1968,872,2554,2292,3374,660,3058,1853,1872,1445,1912,1990,2033,1446,0,194063
2025-09-06,19100,63772,51003,43762,43140,37320,61306,26629,12534,32271,32020,37669,25298,27674,25792,28297,20418,27702,27840,28988,20418,1250,4164,3490,2986,3012,2715,4026,1848,945,2340,2176,2602,1889,2095,1913,2010,1358,1668,1884,1817,1342,1,176831
2025-09-07,16976,60665,45949,43640,41901,36659,51984,25436,11459,31070,30693,34542,24198,27853,23806,25963,18650,26010,26646,26590,18197,1131,3564,2959,2886,3005,2771,3400,1519,862,2342,2001,2251,1674,2006,1594,1695,1246,1593,1768,1639,1155,1,121576
2025-09-08,20334,64108,51401,41317,40868,37096,59786,26693,10793,32869,33647,34957,26687,28061,24934,27117,20395,25981,25133,26046,20398,1350,3941,3667,2953,2753,2753,3999,1865,847,2285,2169,2414,2056,1858,1776,1772,1308,1558,1918,1797,1241,0,181360
2025-09-09,18576,61323,50429,40008,37934,37348,56783,23360,9874,31739,32318,34148,24992,26679,23531,27390,18691,23937,23993,25350,17729,1296,3924,3386,2822,2772,2659,3769,1519,755,2215,2232,2311,1843,2004,1774,1766,1214,1587,1673,1659,1244,0,174389
2025-09-10,21254,60437,53195,41412,38411,37811,60497,25249,10114,31525,33271,35158,36981,983,38419,26971,20547,25236,24705,26194,18492,1561,3713,3607,2986,2926,2573,3861,1591,870,2206,2349,2369,2665,377,2834,1935,1366,1699,1800,1662,1382,0,188092
2025-09-11,19619,61440,54815,40708,42057,36153,61372,26492,11421,32633,33652,35643,26815,35767,275,44201,20583,26204,24617,27284,18555,1382,3763,3982,2878,2853,2540,4138,1730,870,2386,2299,2542,2243,2587,564,3168,1402,1912,1771,1774,1405,0,190576
2025-09-12,18466,64057,51769,42669,41370,37910,58089,25439,10980,32996,32849,37138,26368,27628,35387,199,33685,25288,25032,27395,17976,1267,3910,3557,2947,2880,2517,3928,1738,829,2158,2131,2592,1920,1908,2311,490,2347,1512,1803,1814,1187,0,194866
2025-09-13,19350,60017,53280,39378,41355,35496,59021,26789,11762,33127,32246,37049,25668,28379,24648,26541,21208,24548,26044,28212,17689,1450,4207,3310,2903,2957,2744,4015,1819,899,2258,2112,2606,2006,1913,1766,1905,1318,1630,1814,1780,1089,1,167492
2025-09-14,18594,53580,49289,39100,38953,34555,55270,23744,10542,29831,28918,34756,23052,25982,23039,25227,18845,22170,25839,27177,15434,1229,3266,3514,2700,2807,2475,3773,1531,831,2057,1822,2426,1569,1956,1639,1764,1243,1299,1780,1676,971,1,134502
2025-09-15,20652,62719,52714,42232,43045,37537,61472,26513,11430,35339,32622,38949,25797,26734,24136,30010,21001,26754,26507,29507,19239,1676,3955,3737,2886,2903,2508,4044,1747,858,2479,2309,2748,1891,1812,1730,1935,1411,1763,1837,1909,1368,0,183155
2025-09-16,19916,66974,53044,43970,43357,37856,63436,29309,12296,33039,35519,38962,27021,28119,26645,29234,20843,27287,27017,29605,20502,1453,4289,4010,2959,3030,2665,4330,2023,950,2270,2530,2671,1964,1894,1853,1995,1442,1740,1800,2025,1308,0,187160
2025-09-17,21335,62061,55507,44202,42643,36871,62529,28679,12320,34736,34450,38854,27875,26849,27589,27279,22229,27578,26901,29902,19683,1430,4037,3984,3045,2840,2408,3901,1910,889,2525,2306,2518,2095,1896,1925,1935,1459,1688,1993,1800,1261,0,182585
2025-09-18,21439,56005,43088,33012,34112,31261,49965,24874,11359,30031,30115,33234,24836,24233,23174,29069,17442,24589,23797,28475,16745,1388,3574,2935,2438,2427,2118,3153,1490,749,1985,1987,2292,1676,1795,1762,1891,1032,1475,1673,1967,1143,0,187727
2025-09-19,18612,56434,44659,31030,34627,31171,51174,24867,10565,30149,30343,31826,24942,24022,23957,26751,17983,22949,24707,26898,17102,1244,3641,2988,2221,2506,2258,3141,1579,737,2088,1987,2285,1711,1771,1778,1953,1186,1446,1607,1725,1152,0,200346
2025-09-20,17283,51640,42982,32282,31858,29709,49065,23388,9973,29640,29165,30452,24305,23293,23143,24827,18228,23052,23041,26248,15658,1261,3146,2770,2191,2014,2058,3009,1466,643,1901,1819,1978,1684,1670,1615,1594,1138,1538,1719,1748,1043,1,177606
2025-09-21,17776,46321,40256,29017,30440,26140,49329,23126,9071,27632,25949,27752,22649,21814,22551,23018,17915,20710,22627,24749,15075,1221,2885,2494,1995,1991,1751,2989,1481,538,1894,1505,1834,1492,1493,1526,1357,1037,1238,1598,1489,930,1,149898
2025-09-22,17267,55942,43211,31247,32956,30068,51907,24059,9954,29929,34679,334,45244,24689,24136,25308,19399,22177,22882,42242,153,1271,3533,3216,2206,2525,2029,3391,1493,618,2006,2287,643,3487,2052,1644,1667,1274,1552,1740,2782,279,0,187579
2025-09-23,19507,54715,41790,31839,33143,28943,51169,24817,11000,29536,35890,0,47460,25474,22918,27481,18582,23773,23001,27284,16974,1354,3475,2710,2421,2657,2114,3287,1582,776,2203,2434,0,3335,1956,1534,1868,1241,1757,1590,1806,1123,0,190309
2025-09-24,19679,54178,41012,33396,35185,30227,51239,24965,10718,29771,29763,32230,24699,26174,22520,28110,18224,24383,24624,27086,18500,1236,3612,2806,2097,2435,2191,3107,1490,697,2311,2090,2350,1768,1894,1462,2083,1123,1728,1691,1878,1233,0,191859
2025-09-25,18327,56186,44471,32508,34391,31330,51520,24496,10299,33013,28276,32746,25268,24722,24067,26308,19232,26205,24432,28288,17739,1165,3526,3425,2304,2287,2277,3172,1534,682,2102,2050,2165,2003,1714,1831,1786,1279,1693,1840,1814,1166,0,184503
2025-09-26,19798,53575,44338,32140,33916,29976,53849,25926,10380,30386,29132,31463,24762,24818,23810,27349,18988,25484,23577,27378,17558,1286,3528,2873,2239,2377,2137,3560,1603,697,1956,2239,2165,1859,1697,1709,1738,1306,1567,1685,1837,1256,0,207267
2025-09-27,16361,51214,45846,31846,31452,29427,49777,25027,10804,28646,28729,31795,23872,23872,22540,25508,19948,22254,23548,28740,15755,1139,3355,2846,2074,2043,1964,3005,1627,687,1757,1728,2011,1597,1656,1474,1812,1241,1466,1682,1889,991,1,180298
2025-09-28,16232,49820,39361,30576,30310,26760,46324,22450,9928,26840,26132,28434,23473,21464,22235,23743,17950,20717,23852,25181,14738,962,2983,2590,2037,2187,1749,2840,1361,641,1704,1591,1778,1473,1490,1440,1438,1032,1426,1575,1431,858,1,128856
2025-09-29,18258,52870,44875,32916,32201,30189,51453,25047,10040,29318,29061,30684,25255,25451,24220,23284,19695,24979,22556,27116,16456,1140,3384,2767,2415,2373,2191,3558,1466,680,2052,2134,2194,1818,1860,1536,1836,1390,1532,1705,1688,1123,0,189799
2025-09-30,16221,56860,42575,31866,33390,29471,50846,24612,10292,29587,29247,30906,25099,25410,26063,17870,21786,23975,22916,26257,16685,1127,3667,2758,2158,2390,2045,3437,1558,735,2059,2011,2311,1784,1934,1848,1373,1586,1570,1742,1719,1184,0,193020
2025-10-01,16337,54437,41165,31516,32213,28356,48873,23669,10595,29066,27845,31457,23701,25675,22343,19177,21055,23387,23260,26907,17295,1198,3257,2875,2319,2287,1832,3590,1536,735,2059,2014,2136,1862,2006,1550,1332,1418,1558,1621,1938,1109,0,199512
2025-10-02,17516,53694,39897,33006,32469,28020,49514,24513,10784,28243,27693,32839,23894,24919,23012,21012,20343,23080,22701,26957,15991,1129,3607,2693,2625,2412,1895,3231,1474,716,1992,1814,2237,1958,1841,1589,1799,1358,1572,1636,1708,1143,0,211627
2025-10-03,14544,48377,37685,28080,30588,24958,48875,20525,8824,25595,26177,28147,20990,22117,17480,25351,15908,20583,21030,24145,15532,906,2894,2542,2060,1966,1816,2893,1186,551,1762,1570,1822,1356,1385,1183,1526,1022,1385,1397,1463,899,1,149804
2025-10-04,14783,51527,39941,30354,32320,27802,48442,22763,10034,27556,26902,28876,21344,23177,20362,26282,16955,21542,22968,25230,15794,906,3178,2669,2302,2124,2008,3034,1471,687,1898,1668,1910,1457,1630,1534,1807,1085,1377,1567,1460,971,1,165071
2025-10-05,17112,45388,41080,28488,30775,25128,44417,21200,9021,27118,24650,28283,21778,20775,20312,24185,15527,22122,20981,26562,14450,1146,2808,2501,1916,2016,1778,2772,1262,589,1742,1486,1805,1494,1375,1370,1523,994,1313,1558,1572,976,1,113268
2025-10-06,15302,45880,36812,28580,27935,24468,46514,21871,8897,23293,26927,26335,20413,20535,18507,24662,17043,20449,22056,26281,13167,1000,2702,2467,1895,1860,1496,2830,1282,553,1555,1625,1718,1640,1332,1217,1559,1046,1204,1463,1688,896,1,74595
2025-10-07,14392,47679,38102,29838,31506,26586,44978,21481,8678,25224,25213,28723,19614,22447,19198,22332,16365,20752,22167,24743,14337,854,2813,2342,2058,2085,1866,2650,1298,495,1637,1591,1877,1334,1601,1231,1442,1034,1221,1567,1428,890,1,117327
2025-10-08,14668,45212,41949,28715,31497,25903,46354,20699,8640,28430,24109,27277,23103,20163,20648,23595,15080,20125,23823,24761,15224,900,2688,2621,1970,2024,1624,2709,1277,551,1838,1553,1735,1588,1382,1286,1492,883,1221,1644,1500,1011,1,143829
2025-10-09,13347,49204,36538,28540,30314,24136,50095,20641,9812,23714,27029,26861,21448,22492,18734,23380,15334,21799,20534,24322,15322,824,3029,2258,1920,2087,1440,2955,1279,680,1493,1642,1685,1334,1433,1200,1498,979,1198,1452,1449,913,1,140540
2025-10-10,16059,52196,41916,30551,31857,27503,50574,23005,9672,28702,26929,29613,21992,24764,21532,24087,16615,23370,22670,26366,16257,1008,3355,3041,2033,2477,2064,3266,1430,672,2083,1800,2122,1647,1754,1435,1741,1159,1610,1745,1745,1089,0,189572
2025-10-11,16514,49660,41389,29849,32085,27008,49635,22539,10062,28721,25204,31043,22663,23121,21284,23693,17466,24716,20750,28024,15336,1085,3058,2590,2206,2152,1884,3047,1478,651,1961,1632,1987,1676,1709,1349,1605,1195,1630,1475,1688,1011,1,170932
2025-10-12,14861,47185,38335,27653,31005,24864,41745,20288,9021,26248,25277,26812,20745,20988,21578,22657,15145,22817,20004,24376,14903,933,2974,2393,1962,2070,1736,2396,1308,614,1697,1558,1764,1482,1428,1378,1624,946,1414,1469,1472,976,1,125904
2025-10-13,15937,54144,39575,28992,31937,27299,48263,23323,10390,27650,27899,29151,23400,23018,22094,25243,17396,22272,23304,24448,16518,1196,3434,2940,2135,2241,2148,3097,1435,689,2100,1987,2009,1805,1759,1690,1870,1238,1483,1630,1685,1106,0,183323
2025-10-14,15756,53935,40768,29081,31028,26913,53736,23099,9665,28155,26784,28116,25738,23406,19262,26658,17440,23656,22409,24183,16595,1085,3458,2868,2342,2191,2085,3610,1474,645,2018,1846,1903,1903,1654,1411,1839,1080,1532,1636,1535,1135,0,176685
2025-10-15,17017,51955,39774,29984,31419,27910,52203,23224,10508,27324,26857,30204,23570,22666,19694,28526,15962,23524,21881,25070,16857,1158,3456,2654,2191,2461,2173,3329,1462,789,2105,1826,2107,1701,1682,1332,1968,991,1670,1593,1601,1175,0,187534
2025-10-16,14673,55366,39708,29200,31387,28884,47393,22937,9728,26338,27414,30329,24876,23261,20046,26027,16900,23845,22419,27109,16593,1023,3535,2772,2164,2406,2150,2993,1531,672,1843,1829,2227,1647,1692,1582,2131,1116,1584,1642,1904,1086,0,182972
2025-10-17,15930,51780,40729,29592,31100,27884,48057,23692,10726,26794,27079,32224,22537,21419,21113,26392,18106,22955,22151,27159,15971,1029,3394,2664,2204,2412,2198,3026,1481,803,1913,1838,2162,1747,1586,1498,1768,1159,1575,1524,1921,1100,0,196041
2025-10-18,16730,48473,38968,29190,30140,27871,40992,21341,9714,28340,25190,28318,24396,17903,23250,36732,5112,21971,21871,24651,16444,1064,2904,2587,1970,2170,1914,2542,1289,662,1891,1591,1822,1605,1219,1697,2354,614,1339,1521,1431,1054,1,170528
2025-10-19,18004,43349,38658,25866,27689,24123,43312,20212,9029,25437,23053,29245,19989,17868,18954,26935,15297,18521,21908,24589,15183,1058,2647,2400,1692,1845,1636,2619,1198,607,1793,1375,1771,1261,1236,1181,1667,953,1172,1365,1434,901,1,133108
2025-10-20,16827,51198,38903,28697,30366,27266,48459,22229,9905,27173,26347,28778,24027,19423,20775,26261,16937,22392,22064,25145,15969,1112,3398,2813,2287,2006,2016,3147,1435,693,2071,1814,1922,1745,1754,1488,1907,1114,1426,1691,1630,1100,0,183756
2025-10-21,16449,51056,39053,29079,30053,27140,48157,22201,9892,26654,27460,26401,25107,19132,24127,23792,16454,21791,23448,23437,16412,1114,3115,3043,1955,2316,2008,3068,1351,639,2083,1795,1865,1793,1493,1692,1561,1025,1385,1619,1480,1066,0,190177
2025-10-22,16669,50815,39712,27688,30238,26913,47284,21899,9866,27191,26894,28036,22483,18994,22651,25120,17089,22296,21961,24285,16497,1196,3180,3206,1891,2193,1912,2986,1387,624,2107,1786,1932,1837,1346,1634,1805,1138,1486,1570,1515,1109,0,188954
2025-10-23,16887,51495,38387,28728,30195,24823,49087,22779,9708,26831,25699,29747,22558,19155,19181,27179,16831,23183,21275,25414,16368,1033,3146,2762,2206,2302,1734,3043,1421,687,1728,1886,2033,1738,1466,1442,2016,1037,1529,1716,1604,1117,0,186525
2025-10-24,15371,52177,37090,28649,30050,25341,48377,22235,9505,27493,23651,30515,20884,18536,21354,26740,14922,24343,19819,25302,16610,970,3343,2717,1983,2421,1958,3128,1351,620,1915,1762,2030,1553,1536,1529,1908,982,1521,1584,1604,1115,0,202095
2025-10-25,16106,46219,39428,27673,28652,24823,44851,21222,9827,27623,24334,26579,23476,17359,21350,24990,15982,22653,20089,24432,15535,1020,2854,2772,1932,2116,1630,2928,1301,666,1867,1596,1750,1559,1286,1476,1766,1020,1443,1506,1454,985,1,188395
2025-10-26,16902,42688,35258,26732,27800,23961,40315,20276,8475,22802,25438,25147,21692,15639,19447,24312,14963,21357,19607,24182,13948,1052,2611,2134,1855,1941,1492,2675,1274,662,1630,1646,1620,1377,1118,1279,1530,898,1290,1394,1457,847,1,142615
2025-10-27,15525,52328,36151,28539,30362,24942,50546,23917,9011,26054,25912,26605,31214,236,32827,21754,17887,24558,22397,21693,19125,1023,3247,2590,2237,2221,1805,3400,1373,591,1877,1769,1858,2087,506,2542,1659,1222,1567,1544,1457,1336,0,187685
2025-10-28,14668,54571,35660,28093,28739,24787,54782,23730,9251,26810,24427,26984,29067,0,35628,24636,15017,29823,21531,25055,16638,1033,3192,2532,2162,1970,2064,3356,1414,641,1841,1699,1915,2001,0,2645,1830,936,1575,1526,1786,1077,0,186747
2025-10-29,15473,50902,37562,27901,28749,25581,52572,23680,9520,25480,29000,27416,22061,18151,20856,25769,15739,27688,21954,24484,18190,1052,3334,2758,2022,2102,1862,3237,1438,664,1870,1865,1954,1705,1490,1370,1692,1080,1572,1621,1800,1172,0,191217
2025-10-30,14460,52663,35432,27977,29158,25368,50433,24091,10022,26280,27650,29163,21445,18842,20258,27136,15669,23887,22534,27210,14506,941,3170,2309,2018,2183,1772,3130,1536,712,1985,1939,1975,1599,1445,1505,1847,1121,1584,1722,1788,1109,0,187424
2025-10-31,14510,51589,36684,28271,29735,24541,52637,22934,9282,27154,25799,29586,21515,18595,20103,26826,15172,23872,22123,25217,16520,1002,3048,2578,1989,2164,1955,3431,1426,630,1922,1709,2064,1690,1433,1514,1907,970,1584,1564,1737,1112,0,205312
2025-11-01,16721,43364,39405,27216,29210,24199,46409,22419,9116,25027,23887,28828,21928,16069,21094,22116,17021,21977,20370,27071,13596,1044,2650,2494,1809,1893,1634,2667,1289,672,1663,1486,1759,1427,1145,1378,1436,1133,1279,1428,1705,919,1,182578
2025-11-02,13895,47083,32946,25854,27061,22496,41266,21359,8685,22889,25035,24689,21435,15707,19063,23201,15134,22067,20991,21743,16106,916,3101,2170,1709,1755,1609,2569,1229,536,1488,1534,1548,1361,1195,1301,1509,974,1276,1440,1428,1037,1,138177
2025-11-03,14655,52468,35776,28068,25557,31150,47652,24564,8977,26975,26103,27880,22014,18614,19657,27096,15778,26986,23178,24624,18117,991,3149,2676,2079,1885,2364,3239,1426,593,1973,2038,1896,1780,1380,1390,1795,1042,1593,1714,1699,1198,0,184092
2025-11-04,14903,51925,36305,29180,29019,24721,52488,23855,10133,26449,24871,30416,22104,18557,19604,28341,14492,26928,21774,25809,16613,906,3194,2554,2072,2241,1701,3204,1507,687,1906,1673,2143,1665,1478,1375,1914,924,1506,1737,1797,1195,0,189560
2025-11-05,15299,51598,36233,28238,28595,24360,49403,25924,8950,27863,25903,29999,20642,19984,19829,24756,17384,23212,23439,24504,16067,1066,3523,2578,2139,2124,1674,3116,1433,614,1903,1706,2030,1563,1625,1474,1638,1370,1486,1760,1728,1103,0,192077
2025-11-06,15297,50248,36443,27515,27525,24159,47442,23325,9064,26915,25975,26967,23063,18586,18892,26006,15662,24240,21738,24384,16710,1196,3173,3132,2100,2099,1889,3039,1442,703,2114,1850,2040,1761,1596,1577,1655,1234,1521,1624,1578,1319,0,192928
2025-11-07,14840,50393,38971,27795,28247,24567,49618,25139,9660,27104,26629,28811,23020,18820,21191,26271,15223,23478,22802,25074,15668,1081,3170,2789,2035,1945,1968,3135,1606,593,1918,1735,2110,1782,1445,1625,1976,965,1572,1483,1797,1071,0,204003
2025-11-08,15678,46995,35620,26969,28166,23352,42429,21973,9240,27275,22453,29340,21335,18264,19912,24815,15406,23847,19547,24458,15687,1008,2875,2249,1926,1972,1855,2473,1327,599,1733,1387,1834,1601,1380,1255,1619,1030,1377,1400,1408,965,1,182865
2025-11-09,15771,42326,34381,25770,27972,21336,41822,23491,8295,24324,23423,26089,19701,16180,19678,23152,15089,20160,22001,23591,14198,1002,2410,2138,1843,1870,1440,2488,1543,574,1538,1493,1610,1373,1054,1243,1555,902,1212,1440,1400,832,1,139384
2025-11-10,14633,51191,35488,27941,28481,25347,50374,23597,9014,27127,25017,26864,21675,19179,23217,23257,15403,24893,22535,24679,16692,925,3278,2203,2052,1941,1859,3166,1332,716,1865,1598,1798,1716,1483,1447,1922,1032,1650,1771,1711,1074,0,187961
2025-11-11,13905,53507,35435,26868,30194,24579,50427,24642,9653,26355,26370,27068,22265,19465,20815,22156,17605,27009,22690,23559,19142,887,3221,2592,2001,2398,1811,3174,1512,762,1908,1627,1723,1620,1644,1534,1475,1217,1584,1627,1561,1339,0,194209
2025-11-12,15627,52190,35816,27502,28633,25851,51513,24015,10417,27986,24556,28446,21870,19861,19940,26640,14813,28049,23106,25052,18845,1052,3144,2501,2112,2172,1814,3189,1481,887,1922,1699,2095,1496,1687,1378,1843,922,1610,1685,1610,1172,0,195293
2025-11-13,18036,50167,37465,28171,28422,25477,51637,25813,9584,27651,27413,29653,22033,19630,19805,26760,15627,27094,22558,26011,17554,1114,3144,2556,2114,2072,1839,3195,1414,770,1860,1867,2030,1567,1680,1680,1991,989,1567,1693,1670,1256,0,188657
2025-11-14,14304,51514,36884,27893,28426,26836,43780,23911,9331,26483,26214,29001,21842,19195,23049,22749,16130,25868,24105,27246,15972,964,3007,2494,2072,1974,1860,2778,1402,620,1925,1790,1949,1555,1397,1608,1452,1022,1457,1636,1878,1117,0,204275
2025-11-15,15370,46423,36715,26576,27850,24522,44404,23660,9374,25175,26784,26585,19945,19426,19066,25965,15243,25098,23379,24617,17076,948,2693,2455,1901,1793,1926,2523,1358,657,1579,1757,1714,1419,1512,1272,1749,977,1489,1714,1426,1011,1,183843
2025-11-16,14879,44814,31696,27105,26519,24703,39427,22255,8557,22504,25973,25547,21528,16864,18937,22944,14479,22374,23756,24153,16118,939,2585,2071,1711,1837,1572,2264,1248,555,1486,1572,1711,1394,1229,1250,1457,866,1460,1541,1564,1020,1,142366
2025-11-17,13370,55048,29734,32718,29815,24574,51487,23899,8799,26421,27842,26474,20479,21634,19268,25369,14509,24916,24222,24509,18713,966,3286,2496,2135,2221,1789,3135,1404,586,1790,1745,1896,1465,1510,1366,1907,984,1728,1742,1725,1230,0,186128
2025-11-18,14737,58049,31163,32001,28107,27255,54435,28310,9102,26080,26266,27350,22285,19312,19070,25799,15645,28280,24979,27002,19067,1027,3430,2602,2220,1956,1932,3034,1570,722,1855,1687,1747,1818,1577,1392,1763,1121,1786,2056,1722,1198,0,183383
2025-11-19,13946,56868,30014,31945,28885,25580,54435,28366,8593,26692,26851,28391,21757,19663,19538,27252,14455,29090,24610,27248,18916,918,3662,2141,2248,2097,1880,3105,1500,589,1838,1786,1927,1793,1589,1354,1958,876,1780,1915,1892,1158,0,192529
2025-11-20,14015,56474,33980,29539,29193,25797,52251,28144,9079,26164,28481,26141,23266,19355,19516,26883,14369,28189,24234,22451,20414,912,3355,2429,2252,2193,1916,3124,1498,630,1800,1889,1906,1870,1553,1522,1797,972,1656,1832,1814,1423,0,193372
2025-11-21,13363,47891,32420,26089,26912,23335,43726,22820,8198,22487,24892,25071,20219,17124,19472,21405,13708,28200,23885,25094,17953,973,3418,2570,2058,2166,1845,2723,1562,507,1632,1793,1606,1574,1433,1337,1716,859,1644,1820,1627,1117,0,202847
2025-11-22,14474,47884,37513,26817,28251,25589,42023,23782,9108,25369,24948,29000,20953,18995,22718,21635,16981,27230,22787,25561,16880,939,2789,2477,1822,1841,1857,2417,1356,578,1721,1490,1754,1444,1524,1596,1380,1123,1434,1561,1696,1158,1,179629
2025-11-23,14742,45373,35923,24766,26712,22989,44493,21569,7909,25676,23640,28081,19707,17323,21016,21135,14909,25715,23003,26479,14173,904,2669,2186,1766,1780,1586,2640,1253,478,1577,1553,1673,1354,1346,1313,1384,910,1581,1621,1668,806,1,136290
