station,date,time,usage_kwh,peak_kw
설화명곡,2026-09-04,00:15,109.0,435.8
설화명곡,2026-09-04,00:30,61.9,247.7
설화명곡,2026-09-04,00:45,59.5,238.1
설화명곡,2026-09-04,01:00,60.5,241.9
설화명곡,2026-09-04,01:15,52.3,209.3
설화명곡,2026-09-04,01:30,55.7,222.7
설화명곡,2026-09-04,01:45,63.4,253.4
설화명곡,2026-09-04,02:00,57.6,230.4
설화명곡,2026-09-04,02:15,54.2,217.0
설화명곡,2026-09-04,02:30,49.0,195.8
설화명곡,2026-09-04,02:45,51.8,207.4
설화명곡,2026-09-04,03:00,43.7,174.7
설화명곡,2026-09-04,03:15,43.2,172.8
설화명곡,2026-09-04,03:30,51.8,207.4
설화명곡,2026-09-04,03:45,52.8,211.2
설화명곡,2026-09-04,04:00,59.0,236.2
설화명곡,2026-09-04,04:15,52.3,209.3
설화명곡,2026-09-04,04:30,55.7,222.7
설화명곡,2026-09-04,04:45,139.2,556.8
설화명곡,2026-09-04,05:00,189.1,756.5
설화명곡,2026-09-04,05:15,192.0,768.0
설화명곡,2026-09-04,05:30,216.5,865.9
설화명곡,2026-09-04,05:45,230.4,921.6
설화명곡,2026-09-04,06:00,265.0,1059.8
설화명곡,2026-09-04,06:15,251.5,1006.1
설화명곡,2026-09-04,06:30,241.4,965.8
설화명곡,2026-09-04,06:45,210.2,841.0
설화명곡,2026-09-04,07:00,209.3,837.1
설화명곡,2026-09-04,07:15,229.9,919.7
설화명곡,2026-09-04,07:30,255.8,1023.4
설화명곡,2026-09-04,07:45,256.8,1027.2
설화명곡,2026-09-04,08:00,242.9,971.5
설화명곡,2026-09-04,08:15,238.6,954.2
설화명곡,2026-09-04,08:30,239.0,956.2
설화명곡,2026-09-04,08:45,226.6,906.2
설화명곡,2026-09-04,09:00,211.2,844.8
설화명곡,2026-09-04,09:15,219.4,877.4
설화명곡,2026-09-04,09:30,237.6,950.4
설화명곡,2026-09-04,09:45,289.9,1159.7
설화명곡,2026-09-04,10:00,319.7,1278.7
설화명곡,2026-09-04,10:15,328.3,1313.3
설화명곡,2026-09-04,10:30,354.7,1418.9
설화명곡,2026-09-04,10:45,327.4,1309.4
설화명곡,2026-09-04,11:00,314.9,1259.5
설화명곡,2026-09-04,11:15,298.1,1192.3
설화명곡,2026-09-04,11:30,299.0,1196.2
설화명곡,2026-09-04,11:45,274.6,1098.2
설화명곡,2026-09-04,12:00,283.2,1132.8
설화명곡,2026-09-04,12:15,277.0,1107.8
설화명곡,2026-09-04,12:30,287.0,1148.2
설화명곡,2026-09-04,12:45,326.4,1305.6
설화명곡,2026-09-04,13:00,318.7,1274.9
설화명곡,2026-09-04,13:15,287.5,1150.1
설화명곡,2026-09-04,13:30,289.9,1159.7
설화명곡,2026-09-04,13:45,303.8,1215.4
설화명곡,2026-09-04,14:00,326.9,1307.5
설화명곡,2026-09-04,14:15,318.7,1274.9
설화명곡,2026-09-04,14:30,319.2,1276.8
설화명곡,2026-09-04,14:45,308.6,1234.6
설화명곡,2026-09-04,15:00,310.1,1240.3
설화명곡,2026-09-04,15:15,301.0,1203.8
설화명곡,2026-09-04,15:30,318.2,1273.0
설화명곡,2026-09-04,15:45,283.2,1132.8
설화명곡,2026-09-04,16:00,298.1,1192.3
설화명곡,2026-09-04,16:15,295.7,1182.7
설화명곡,2026-09-04,16:30,271.7,1086.7
설화명곡,2026-09-04,16:45,274.6,1098.2
설화명곡,2026-09-04,17:00,300.5,1201.9
설화명곡,2026-09-04,17:15,311.0,1244.2
설화명곡,2026-09-04,17:30,332.6,1330.6
설화명곡,2026-09-04,17:45,354.7,1418.9
설화명곡,2026-09-04,18:00,331.7,1326.7
설화명곡,2026-09-04,18:15,317.3,1269.1
설화명곡,2026-09-04,18:30,303.8,1215.4
설화명곡,2026-09-04,18:45,297.1,1188.5
설화명곡,2026-09-04,19:00,306.2,1225.0
설화명곡,2026-09-04,19:15,276.0,1104.0
설화명곡,2026-09-04,19:30,296.2,1184.6
설화명곡,2026-09-04,19:45,276.5,1105.9
설화명곡,2026-09-04,20:00,266.9,1067.5
설화명곡,2026-09-04,20:15,265.4,1061.8
설화명곡,2026-09-04,20:30,259.2,1036.8
설화명곡,2026-09-04,20:45,250.6,1002.2
설화명곡,2026-09-04,21:00,296.6,1186.6
설화명곡,2026-09-04,21:15,338.4,1353.6
설화명곡,2026-09-04,21:30,332.2,1328.6
설화명곡,2026-09-04,21:45,329.8,1319.0
설화명곡,2026-09-04,22:00,292.8,1171.2
설화명곡,2026-09-04,22:15,273.6,1094.4
설화명곡,2026-09-04,22:30,233.8,935.0
설화명곡,2026-09-04,22:45,236.2,944.6
설화명곡,2026-09-04,23:00,207.4,829.4
설화명곡,2026-09-04,23:15,180.0,720.0
설화명곡,2026-09-04,23:30,228.0,912.0
설화명곡,2026-09-04,23:45,165.6,662.4
설화명곡,2026-09-04,24:00,125.3,501.1
설화명곡,2026-09-05,00:15,110.4,441.6
설화명곡,2026-09-05,00:30,61.0,243.8
설화명곡,2026-09-05,00:45,61.0,243.8
설화명곡,2026-09-05,01:00,50.9,203.5
설화명곡,2026-09-05,01:15,44.2,176.6
설화명곡,2026-09-05,01:30,52.8,211.2
설화명곡,2026-09-05,01:45,51.8,207.4
설화명곡,2026-09-05,02:00,57.6,230.4
설화명곡,2026-09-05,02:15,52.8,211.2
설화명곡,2026-09-05,02:30,52.3,209.3
설화명곡,2026-09-05,02:45,45.1,180.5
설화명곡,2026-09-05,03:00,49.0,195.8
설화명곡,2026-09-05,03:15,50.9,203.5
설화명곡,2026-09-05,03:30,53.8,215.0
설화명곡,2026-09-05,03:45,50.9,203.5
설화명곡,2026-09-05,04:00,49.0,195.8
설화명곡,2026-09-05,04:15,58.1,232.3
설화명곡,2026-09-05,04:30,49.4,197.8
설화명곡,2026-09-05,04:45,64.3,257.3
설화명곡,2026-09-05,05:00,85.4,341.8
설화명곡,2026-09-05,05:15,103.7,414.7
설화명곡,2026-09-05,05:30,143.5,574.1
설화명곡,2026-09-05,05:45,164.6,658.6
설화명곡,2026-09-05,06:00,193.9,775.7
설화명곡,2026-09-05,06:15,193.9,775.7
설화명곡,2026-09-05,06:30,182.9,731.5
설화명곡,2026-09-05,06:45,175.2,700.8
설화명곡,2026-09-05,07:00,199.7,798.7
설화명곡,2026-09-05,07:15,195.4,781.4
설화명곡,2026-09-05,07:30,169.9,679.7
설화명곡,2026-09-05,07:45,205.9,823.7
설화명곡,2026-09-05,08:00,184.8,739.2
설화명곡,2026-09-05,08:15,184.3,737.3
설화명곡,2026-09-05,08:30,167.0,668.2
설화명곡,2026-09-05,08:45,171.4,685.4
설화명곡,2026-09-05,09:00,172.8,691.2
설화명곡,2026-09-05,09:15,178.6,714.2
설화명곡,2026-09-05,09:30,179.0,716.2
설화명곡,2026-09-05,09:45,210.2,841.0
설화명곡,2026-09-05,10:00,298.6,1194.2
설화명곡,2026-09-05,10:15,296.2,1184.6
설화명곡,2026-09-05,10:30,294.7,1178.9
설화명곡,2026-09-05,10:45,302.9,1211.5
설화명곡,2026-09-05,11:00,302.4,1209.6
설화명곡,2026-09-05,11:15,259.7,1038.7
설화명곡,2026-09-05,11:30,260.2,1040.6
설화명곡,2026-09-05,11:45,232.8,931.2
설화명곡,2026-09-05,12:00,239.5,958.1
설화명곡,2026-09-05,12:15,281.8,1127.0
설화명곡,2026-09-05,12:30,297.6,1190.4
설화명곡,2026-09-05,12:45,292.3,1169.3
설화명곡,2026-09-05,13:00,288.0,1152.0
설화명곡,2026-09-05,13:15,283.7,1134.7
설화명곡,2026-09-05,13:30,281.8,1127.0
설화명곡,2026-09-05,13:45,324.5,1297.9
설화명곡,2026-09-05,14:00,342.7,1370.9
설화명곡,2026-09-05,14:15,329.3,1317.1
설화명곡,2026-09-05,14:30,320.6,1282.6
설화명곡,2026-09-05,14:45,309.1,1236.5
설화명곡,2026-09-05,15:00,324.0,1296.0
설화명곡,2026-09-05,15:15,303.8,1215.4
설화명곡,2026-09-05,15:30,302.9,1211.5
설화명곡,2026-09-05,15:45,276.0,1104.0
설화명곡,2026-09-05,16:00,290.9,1163.5
설화명곡,2026-09-05,16:15,329.8,1319.0
설화명곡,2026-09-05,16:30,292.8,1171.2
설화명곡,2026-09-05,16:45,280.8,1123.2
설화명곡,2026-09-05,17:00,304.3,1217.3
설화명곡,2026-09-05,17:15,338.4,1353.6
설화명곡,2026-09-05,17:30,329.3,1317.1
설화명곡,2026-09-05,17:45,369.1,1476.5
설화명곡,2026-09-05,18:00,358.6,1434.2
설화명곡,2026-09-05,18:15,363.8,1455.4
설화명곡,2026-09-05,18:30,361.4,1445.8
설화명곡,2026-09-05,18:45,347.5,1390.1
설화명곡,2026-09-05,19:00,342.7,1370.9
설화명곡,2026-09-05,19:15,340.8,1363.2
설화명곡,2026-09-05,19:30,345.6,1382.4
설화명곡,2026-09-05,19:45,314.4,1257.6
설화명곡,2026-09-05,20:00,299.5,1198.1
설화명곡,2026-09-05,20:15,290.9,1163.5
설화명곡,2026-09-05,20:30,274.6,1098.2
설화명곡,2026-09-05,20:45,266.9,1067.5
설화명곡,2026-09-05,21:00,299.5,1198.1
설화명곡,2026-09-05,21:15,314.9,1259.5
설화명곡,2026-09-05,21:30,325.9,1303.7
설화명곡,2026-09-05,21:45,320.6,1282.6
설화명곡,2026-09-05,22:00,294.7,1178.9
설화명곡,2026-09-05,22:15,241.0,963.8
설화명곡,2026-09-05,22:30,254.9,1019.5
설화명곡,2026-09-05,22:45,220.3,881.3
설화명곡,2026-09-05,23:00,244.8,979.2
설화명곡,2026-09-05,23:15,201.1,804.5
설화명곡,2026-09-05,23:30,239.5,958.1
설화명곡,2026-09-05,23:45,206.4,825.6
설화명곡,2026-09-05,24:00,169.0,675.8
설화명곡,2026-09-06,00:15,128.2,512.6
설화명곡,2026-09-06,00:30,54.2,217.0
설화명곡,2026-09-06,00:45,43.2,172.8
설화명곡,2026-09-06,01:00,48.5,193.9
설화명곡,2026-09-06,01:15,42.7,170.9
설화명곡,2026-09-06,01:30,47.5,190.1
설화명곡,2026-09-06,01:45,53.8,215.0
설화명곡,2026-09-06,02:00,49.0,195.8
설화명곡,2026-09-06,02:15,52.8,211.2
설화명곡,2026-09-06,02:30,50.4,201.6
설화명곡,2026-09-06,02:45,47.5,190.1
설화명곡,2026-09-06,03:00,46.6,186.2
설화명곡,2026-09-06,03:15,45.1,180.5
설화명곡,2026-09-06,03:30,48.5,193.9
설화명곡,2026-09-06,03:45,49.0,195.8
설화명곡,2026-09-06,04:00,58.6,234.2
설화명곡,2026-09-06,04:15,54.2,217.0
설화명곡,2026-09-06,04:30,51.8,207.4
설화명곡,2026-09-06,04:45,86.4,345.6
설화명곡,2026-09-06,05:00,113.3,453.1
설화명곡,2026-09-06,05:15,135.4,541.4
설화명곡,2026-09-06,05:30,166.1,664.3
설화명곡,2026-09-06,05:45,183.8,735.4
설화명곡,2026-09-06,06:00,222.7,890.9
설화명곡,2026-09-06,06:15,213.1,852.5
설화명곡,2026-09-06,06:30,201.6,806.4
설화명곡,2026-09-06,06:45,192.0,768.0
설화명곡,2026-09-06,07:00,216.5,865.9
설화명곡,2026-09-06,07:15,203.0,812.2
설화명곡,2026-09-06,07:30,213.1,852.5
설화명곡,2026-09-06,07:45,224.6,898.6
설화명곡,2026-09-06,08:00,232.8,931.2
설화명곡,2026-09-06,08:15,235.7,942.7
설화명곡,2026-09-06,08:30,236.6,946.6
설화명곡,2026-09-06,08:45,229.4,917.8
설화명곡,2026-09-06,09:00,237.6,950.4
설화명곡,2026-09-06,09:15,233.3,933.1
설화명곡,2026-09-06,09:30,229.4,917.8
설화명곡,2026-09-06,09:45,270.2,1081.0
설화명곡,2026-09-06,10:00,313.4,1253.8
설화명곡,2026-09-06,10:15,353.8,1415.0
설화명곡,2026-09-06,10:30,334.1,1336.3
설화명곡,2026-09-06,10:45,322.1,1288.3
설화명곡,2026-09-06,11:00,304.3,1217.3
설화명곡,2026-09-06,11:15,313.4,1253.8
설화명곡,2026-09-06,11:30,303.8,1215.4
설화명곡,2026-09-06,11:45,256.3,1025.3
설화명곡,2026-09-06,12:00,234.7,938.9
설화명곡,2026-09-06,12:15,247.2,988.8
설화명곡,2026-09-06,12:30,228.0,912.0
설화명곡,2026-09-06,12:45,233.3,933.1
설화명곡,2026-09-06,13:00,229.4,917.8
설화명곡,2026-09-06,13:15,250.6,1002.2
설화명곡,2026-09-06,13:30,256.8,1027.2
설화명곡,2026-09-06,13:45,288.5,1153.9
설화명곡,2026-09-06,14:00,277.9,1111.7
설화명곡,2026-09-06,14:15,263.0,1052.2
설화명곡,2026-09-06,14:30,246.7,986.9
설화명곡,2026-09-06,14:45,263.5,1054.1
설화명곡,2026-09-06,15:00,289.9,1159.7
설화명곡,2026-09-06,15:15,298.1,1192.3
설화명곡,2026-09-06,15:30,295.2,1180.8
설화명곡,2026-09-06,15:45,259.7,1038.7
설화명곡,2026-09-06,16:00,272.6,1090.6
설화명곡,2026-09-06,16:15,297.1,1188.5
설화명곡,2026-09-06,16:30,257.8,1031.0
설화명곡,2026-09-06,16:45,282.2,1129.0
설화명곡,2026-09-06,17:00,273.6,1094.4
설화명곡,2026-09-06,17:15,298.6,1194.2
설화명곡,2026-09-06,17:30,310.1,1240.3
설화명곡,2026-09-06,17:45,314.4,1257.6
설화명곡,2026-09-06,18:00,310.1,1240.3
설화명곡,2026-09-06,18:15,308.6,1234.6
설화명곡,2026-09-06,18:30,282.7,1130.9
설화명곡,2026-09-06,18:45,0.0,0.0
설화명곡,2026-09-06,19:00,0.0,0.0
설화명곡,2026-09-06,19:15,0.0,0.0
설화명곡,2026-09-06,19:30,0.0,0.0
설화명곡,2026-09-06,19:45,0.0,0.0
설화명곡,2026-09-06,20:00,0.0,0.0
설화명곡,2026-09-06,20:15,0.0,0.0
설화명곡,2026-09-06,20:30,0.0,0.0
설화명곡,2026-09-06,20:45,0.0,0.0
설화명곡,2026-09-06,21:00,0.0,0.0
설화명곡,2026-09-06,21:15,0.0,0.0
설화명곡,2026-09-06,21:30,0.0,0.0
설화명곡,2026-09-06,21:45,0.0,0.0
설화명곡,2026-09-06,22:00,0.0,0.0
설화명곡,2026-09-06,22:15,0.0,0.0
설화명곡,2026-09-06,22:30,0.0,0.0
설화명곡,2026-09-06,22:45,0.0,0.0
설화명곡,2026-09-06,23:00,0.0,0.0
설화명곡,2026-09-06,23:15,0.0,0.0
설화명곡,2026-09-06,23:30,0.0,0.0
설화명곡,2026-09-06,23:45,0.0,0.0
설화명곡,2026-09-06,24:00,0.0,0.0
월배기지,2026-09-04,00:15,275.4,1101.6
월배기지,2026-09-04,00:30,210.6,842.4
월배기지,2026-09-04,00:45,205.2,820.8
월배기지,2026-09-04,01:00,207.6,830.4
월배기지,2026-09-04,01:15,208.2,832.8
월배기지,2026-09-04,01:30,205.8,823.2
월배기지,2026-09-04,01:45,195.0,780.0
월배기지,2026-09-04,02:00,197.4,789.6
월배기지,2026-09-04,02:15,199.2,796.8
월배기지,2026-09-04,02:30,193.8,775.2
월배기지,2026-09-04,02:45,202.2,808.8
월배기지,2026-09-04,03:00,213.6,854.4
월배기지,2026-09-04,03:15,204.0,816.0
월배기지,2026-09-04,03:30,200.4,801.6
월배기지,2026-09-04,03:45,195.6,782.4
월배기지,2026-09-04,04:00,200.4,801.6
월배기지,2026-09-04,04:15,231.0,924.0
월배기지,2026-09-04,04:30,294.0,1176.0
월배기지,2026-09-04,04:45,247.2,988.8
월배기지,2026-09-04,05:00,261.6,1046.4
월배기지,2026-09-04,05:15,266.4,1065.6
월배기지,2026-09-04,05:30,296.4,1185.6
월배기지,2026-09-04,05:45,393.6,1574.4
월배기지,2026-09-04,06:00,420.0,1680.0
월배기지,2026-09-04,06:15,483.6,1934.4
월배기지,2026-09-04,06:30,468.6,1874.4
월배기지,2026-09-04,06:45,587.4,2349.6
월배기지,2026-09-04,07:00,637.8,2551.2
월배기지,2026-09-04,07:15,691.8,2767.2
월배기지,2026-09-04,07:30,765.0,3060.0
월배기지,2026-09-04,07:45,858.6,3434.4
월배기지,2026-09-04,08:00,870.6,3482.4
월배기지,2026-09-04,08:15,898.8,3595.2
월배기지,2026-09-04,08:30,940.2,3760.8
월배기지,2026-09-04,08:45,924.6,3698.4
월배기지,2026-09-04,09:00,939.6,3758.4
월배기지,2026-09-04,09:15,906.0,3624.0
월배기지,2026-09-04,09:30,907.8,3631.2
월배기지,2026-09-04,09:45,890.4,3561.6
월배기지,2026-09-04,10:00,929.4,3717.6
월배기지,2026-09-04,10:15,957.6,3830.4
월배기지,2026-09-04,10:30,826.8,3307.2
월배기지,2026-09-04,10:45,859.8,3439.2
월배기지,2026-09-04,11:00,867.6,3470.4
월배기지,2026-09-04,11:15,880.2,3520.8
월배기지,2026-09-04,11:30,894.6,3578.4
월배기지,2026-09-04,11:45,876.6,3506.4
월배기지,2026-09-04,12:00,840.0,3360.0
월배기지,2026-09-04,12:15,883.2,3532.8
월배기지,2026-09-04,12:30,789.0,3156.0
월배기지,2026-09-04,12:45,754.2,3016.8
월배기지,2026-09-04,13:00,833.4,3333.6
월배기지,2026-09-04,13:15,927.0,3708.0
월배기지,2026-09-04,13:30,892.2,3568.8
월배기지,2026-09-04,13:45,914.4,3657.6
월배기지,2026-09-04,14:00,946.8,3787.2
월배기지,2026-09-04,14:15,939.6,3758.4
월배기지,2026-09-04,14:30,845.4,3381.6
월배기지,2026-09-04,14:45,880.8,3523.2
월배기지,2026-09-04,15:00,887.4,3549.6
월배기지,2026-09-04,15:15,942.0,3768.0
월배기지,2026-09-04,15:30,916.8,3667.2
월배기지,2026-09-04,15:45,891.6,3566.4
월배기지,2026-09-04,16:00,835.8,3343.2
월배기지,2026-09-04,16:15,929.4,3717.6
월배기지,2026-09-04,16:30,873.0,3492.0
월배기지,2026-09-04,16:45,895.2,3580.8
월배기지,2026-09-04,17:00,938.4,3753.6
월배기지,2026-09-04,17:15,928.2,3712.8
월배기지,2026-09-04,17:30,983.4,3933.6
월배기지,2026-09-04,17:45,922.2,3688.8
월배기지,2026-09-04,18:00,894.6,3578.4
월배기지,2026-09-04,18:15,1026.6,4106.4
월배기지,2026-09-04,18:30,1011.6,4046.4
월배기지,2026-09-04,18:45,927.6,3710.4
월배기지,2026-09-04,19:00,956.4,3825.6
월배기지,2026-09-04,19:15,1066.8,4267.2
월배기지,2026-09-04,19:30,924.0,3696.0
월배기지,2026-09-04,19:45,880.8,3523.2
월배기지,2026-09-04,20:00,823.8,3295.2
월배기지,2026-09-04,20:15,841.2,3364.8
월배기지,2026-09-04,20:30,822.6,3290.4
월배기지,2026-09-04,20:45,768.0,3072.0
월배기지,2026-09-04,21:00,774.6,3098.4
월배기지,2026-09-04,21:15,836.4,3345.6
월배기지,2026-09-04,21:30,809.4,3237.6
월배기지,2026-09-04,21:45,750.6,3002.4
월배기지,2026-09-04,22:00,728.4,2913.6
월배기지,2026-09-04,22:15,609.6,2438.4
월배기지,2026-09-04,22:30,575.4,2301.6
월배기지,2026-09-04,22:45,549.6,2198.4
월배기지,2026-09-04,23:00,681.0,2724.0
월배기지,2026-09-04,23:15,662.4,2649.6
월배기지,2026-09-04,23:30,669.6,2678.4
월배기지,2026-09-04,23:45,553.2,2212.8
월배기지,2026-09-04,24:00,474.0,1896.0
월배기지,2026-09-05,00:15,241.8,967.2
월배기지,2026-09-05,00:30,202.2,808.8
월배기지,2026-09-05,00:45,192.6,770.4
월배기지,2026-09-05,01:00,193.2,772.8
월배기지,2026-09-05,01:15,201.0,804.0
월배기지,2026-09-05,01:30,205.8,823.2
월배기지,2026-09-05,01:45,198.6,794.4
월배기지,2026-09-05,02:00,198.6,794.4
월배기지,2026-09-05,02:15,198.6,794.4
월배기지,2026-09-05,02:30,196.2,784.8
월배기지,2026-09-05,02:45,195.0,780.0
월배기지,2026-09-05,03:00,199.8,799.2
월배기지,2026-09-05,03:15,195.0,780.0
월배기지,2026-09-05,03:30,193.2,772.8
월배기지,2026-09-05,03:45,193.8,775.2
월배기지,2026-09-05,04:00,217.8,871.2
월배기지,2026-09-05,04:15,254.4,1017.6
월배기지,2026-09-05,04:30,283.8,1135.2
월배기지,2026-09-05,04:45,237.6,950.4
월배기지,2026-09-05,05:00,257.4,1029.6
월배기지,2026-09-05,05:15,290.4,1161.6
월배기지,2026-09-05,05:30,325.8,1303.2
월배기지,2026-09-05,05:45,460.2,1840.8
월배기지,2026-09-05,06:00,507.0,2028.0
월배기지,2026-09-05,06:15,579.0,2316.0
월배기지,2026-09-05,06:30,544.8,2179.2
월배기지,2026-09-05,06:45,585.6,2342.4
월배기지,2026-09-05,07:00,645.0,2580.0
월배기지,2026-09-05,07:15,637.2,2548.8
월배기지,2026-09-05,07:30,658.2,2632.8
월배기지,2026-09-05,07:45,736.8,2947.2
월배기지,2026-09-05,08:00,796.8,3187.2
월배기지,2026-09-05,08:15,808.2,3232.8
월배기지,2026-09-05,08:30,813.0,3252.0
월배기지,2026-09-05,08:45,784.2,3136.8
월배기지,2026-09-05,09:00,735.0,2940.0
월배기지,2026-09-05,09:15,729.6,2918.4
월배기지,2026-09-05,09:30,700.8,2803.2
월배기지,2026-09-05,09:45,708.6,2834.4
월배기지,2026-09-05,10:00,733.8,2935.2
월배기지,2026-09-05,10:15,852.6,3410.4
월배기지,2026-09-05,10:30,740.4,2961.6
월배기지,2026-09-05,10:45,762.0,3048.0
월배기지,2026-09-05,11:00,805.2,3220.8
월배기지,2026-09-05,11:15,891.0,3564.0
월배기지,2026-09-05,11:30,919.8,3679.2
월배기지,2026-09-05,11:45,855.6,3422.4
월배기지,2026-09-05,12:00,834.0,3336.0
월배기지,2026-09-05,12:15,834.6,3338.4
월배기지,2026-09-05,12:30,755.4,3021.6
월배기지,2026-09-05,12:45,819.6,3278.4
월배기지,2026-09-05,13:00,862.2,3448.8
월배기지,2026-09-05,13:15,901.8,3607.2
월배기지,2026-09-05,13:30,898.8,3595.2
월배기지,2026-09-05,13:45,886.8,3547.2
월배기지,2026-09-05,14:00,915.0,3660.0
월배기지,2026-09-05,14:15,864.6,3458.4
월배기지,2026-09-05,14:30,789.0,3156.0
월배기지,2026-09-05,14:45,830.4,3321.6
월배기지,2026-09-05,15:00,828.0,3312.0
월배기지,2026-09-05,15:15,877.2,3508.8
월배기지,2026-09-05,15:30,807.6,3230.4
월배기지,2026-09-05,15:45,826.8,3307.2
월배기지,2026-09-05,16:00,765.6,3062.4
월배기지,2026-09-05,16:15,786.0,3144.0
월배기지,2026-09-05,16:30,746.4,2985.6
월배기지,2026-09-05,16:45,714.6,2858.4
월배기지,2026-09-05,17:00,772.8,3091.2
월배기지,2026-09-05,17:15,774.0,3096.0
월배기지,2026-09-05,17:30,700.8,2803.2
월배기지,2026-09-05,17:45,719.4,2877.6
월배기지,2026-09-05,18:00,675.6,2702.4
월배기지,2026-09-05,18:15,762.6,3050.4
월배기지,2026-09-05,18:30,813.6,3254.4
월배기지,2026-09-05,18:45,805.8,3223.2
월배기지,2026-09-05,19:00,795.0,3180.0
월배기지,2026-09-05,19:15,796.8,3187.2
월배기지,2026-09-05,19:30,782.4,3129.6
월배기지,2026-09-05,19:45,825.0,3300.0
월배기지,2026-09-05,20:00,709.8,2839.2
월배기지,2026-09-05,20:15,765.6,3062.4
월배기지,2026-09-05,20:30,729.6,2918.4
월배기지,2026-09-05,20:45,739.8,2959.2
월배기지,2026-09-05,21:00,732.0,2928.0
월배기지,2026-09-05,21:15,779.4,3117.6
월배기지,2026-09-05,21:30,741.6,2966.4
월배기지,2026-09-05,21:45,751.8,3007.2
월배기지,2026-09-05,22:00,685.2,2740.8
월배기지,2026-09-05,22:15,567.6,2270.4
월배기지,2026-09-05,22:30,548.4,2193.6
월배기지,2026-09-05,22:45,511.8,2047.2
월배기지,2026-09-05,23:00,518.4,2073.6
월배기지,2026-09-05,23:15,512.4,2049.6
월배기지,2026-09-05,23:30,507.0,2028.0
월배기지,2026-09-05,23:45,450.6,1802.4
월배기지,2026-09-05,24:00,397.2,1588.8
월배기지,2026-09-06,00:15,236.4,945.6
월배기지,2026-09-06,00:30,213.6,854.4
월배기지,2026-09-06,00:45,194.4,777.6
월배기지,2026-09-06,01:00,192.6,770.4
월배기지,2026-09-06,01:15,196.8,787.2
월배기지,2026-09-06,01:30,193.2,772.8
월배기지,2026-09-06,01:45,195.6,782.4
월배기지,2026-09-06,02:00,190.8,763.2
월배기지,2026-09-06,02:15,195.0,780.0
월배기지,2026-09-06,02:30,192.6,770.4
월배기지,2026-09-06,02:45,195.0,780.0
월배기지,2026-09-06,03:00,200.4,801.6
월배기지,2026-09-06,03:15,192.0,768.0
월배기지,2026-09-06,03:30,190.8,763.2
월배기지,2026-09-06,03:45,193.2,772.8
월배기지,2026-09-06,04:00,192.0,768.0
월배기지,2026-09-06,04:15,249.0,996.0
월배기지,2026-09-06,04:30,279.6,1118.4
월배기지,2026-09-06,04:45,216.6,866.4
월배기지,2026-09-06,05:00,219.6,878.4
월배기지,2026-09-06,05:15,240.6,962.4
월배기지,2026-09-06,05:30,268.2,1072.8
월배기지,2026-09-06,05:45,366.0,1464.0
월배기지,2026-09-06,06:00,403.8,1615.2
월배기지,2026-09-06,06:15,457.2,1828.8
월배기지,2026-09-06,06:30,439.8,1759.2
월배기지,2026-09-06,06:45,482.4,1929.6
월배기지,2026-09-06,07:00,490.2,1960.8
월배기지,2026-09-06,07:15,522.0,2088.0
월배기지,2026-09-06,07:30,518.4,2073.6
월배기지,2026-09-06,07:45,598.2,2392.8
월배기지,2026-09-06,08:00,605.4,2421.6
월배기지,2026-09-06,08:15,603.0,2412.0
월배기지,2026-09-06,08:30,659.4,2637.6
월배기지,2026-09-06,08:45,625.8,2503.2
월배기지,2026-09-06,09:00,614.4,2457.6
월배기지,2026-09-06,09:15,593.4,2373.6
월배기지,2026-09-06,09:30,588.0,2352.0
월배기지,2026-09-06,09:45,610.2,2440.8
월배기지,2026-09-06,10:00,646.8,2587.2
월배기지,2026-09-06,10:15,726.6,2906.4
월배기지,2026-09-06,10:30,721.2,2884.8
월배기지,2026-09-06,10:45,716.4,2865.6
월배기지,2026-09-06,11:00,720.6,2882.4
월배기지,2026-09-06,11:15,756.0,3024.0
월배기지,2026-09-06,11:30,736.2,2944.8
월배기지,2026-09-06,11:45,789.6,3158.4
월배기지,2026-09-06,12:00,813.6,3254.4
월배기지,2026-09-06,12:15,862.8,3451.2
월배기지,2026-09-06,12:30,885.6,3542.4
월배기지,2026-09-06,12:45,862.8,3451.2
월배기지,2026-09-06,13:00,863.4,3453.6
월배기지,2026-09-06,13:15,891.6,3566.4
월배기지,2026-09-06,13:30,899.4,3597.6
월배기지,2026-09-06,13:45,880.8,3523.2
월배기지,2026-09-06,14:00,925.2,3700.8
월배기지,2026-09-06,14:15,876.0,3504.0
월배기지,2026-09-06,14:30,834.6,3338.4
월배기지,2026-09-06,14:45,806.4,3225.6
월배기지,2026-09-06,15:00,729.0,2916.0
월배기지,2026-09-06,15:15,819.0,3276.0
월배기지,2026-09-06,15:30,796.2,3184.8
월배기지,2026-09-06,15:45,787.2,3148.8
월배기지,2026-09-06,16:00,762.0,3048.0
월배기지,2026-09-06,16:15,759.6,3038.4
월배기지,2026-09-06,16:30,775.8,3103.2
월배기지,2026-09-06,16:45,733.2,2932.8
월배기지,2026-09-06,17:00,752.4,3009.6
월배기지,2026-09-06,17:15,755.4,3021.6
월배기지,2026-09-06,17:30,730.2,2920.8
월배기지,2026-09-06,17:45,672.6,2690.4
월배기지,2026-09-06,18:00,677.4,2709.6
월배기지,2026-09-06,18:15,763.2,3052.8
월배기지,2026-09-06,18:30,0.0,0.0
월배기지,2026-09-06,18:45,0.0,0.0
월배기지,2026-09-06,19:00,0.0,0.0
