station,date,time,usage_kwh,peak_kw
신천,2026-09-04,20:30,577.4,2309.8
신천,2026-09-04,20:45,548.6,2194.6
신천,2026-09-04,21:00,573.1,2292.5
신천,2026-09-04,21:15,625.0,2499.8
신천,2026-09-04,21:30,589.4,2357.8
신천,2026-09-04,21:45,602.4,2409.6
신천,2026-09-04,22:00,577.9,2311.7
신천,2026-09-04,22:15,395.5,1582.1
신천,2026-09-04,22:30,395.5,1582.1
신천,2026-09-04,22:45,404.6,1618.6
신천,2026-09-04,23:00,415.2,1660.8
신천,2026-09-04,23:15,368.2,1472.6
신천,2026-09-04,23:30,337.4,1349.8
신천,2026-09-04,23:45,338.9,1355.5
신천,2026-09-04,24:00,275.5,1102.1
신천,2026-09-05,00:15,107.0,428.2
신천,2026-09-05,00:30,91.2,364.8
신천,2026-09-05,00:45,99.8,399.4
신천,2026-09-05,01:00,105.6,422.4
신천,2026-09-05,01:15,115.7,462.7
신천,2026-09-05,01:30,112.3,449.3
신천,2026-09-05,01:45,109.9,439.7
신천,2026-09-05,02:00,110.4,441.6
신천,2026-09-05,02:15,105.6,422.4
신천,2026-09-05,02:30,106.1,424.3
신천,2026-09-05,02:45,110.4,441.6
신천,2026-09-05,03:00,111.4,445.4
신천,2026-09-05,03:15,112.3,449.3
신천,2026-09-05,03:30,112.3,449.3
신천,2026-09-05,03:45,81.6,326.4
신천,2026-09-05,04:00,81.1,324.5
신천,2026-09-05,04:15,76.3,305.3
신천,2026-09-05,04:30,71.5,286.1
신천,2026-09-05,04:45,76.8,307.2
신천,2026-09-05,05:00,83.5,334.1
신천,2026-09-05,05:15,115.2,460.8
신천,2026-09-05,05:30,128.2,512.6
신천,2026-09-05,05:45,195.4,781.4
신천,2026-09-05,06:00,281.3,1125.1
신천,2026-09-05,06:15,280.8,1123.2
신천,2026-09-05,06:30,285.6,1142.4
신천,2026-09-05,06:45,314.4,1257.6
신천,2026-09-05,07:00,361.0,1443.8
신천,2026-09-05,07:15,384.5,1537.9
신천,2026-09-05,07:30,369.1,1476.5
신천,2026-09-05,07:45,487.7,1950.7
신천,2026-09-05,08:00,523.2,2092.8
신천,2026-09-05,08:15,551.5,2206.1
신천,2026-09-05,08:30,523.7,2094.7
신천,2026-09-05,08:45,517.4,2069.8
신천,2026-09-05,09:00,601.4,2405.8
신천,2026-09-05,09:15,441.1,1764.5
신천,2026-09-05,09:30,395.0,1580.2
신천,2026-09-05,09:45,402.7,1610.9
신천,2026-09-05,10:00,360.5,1441.9
신천,2026-09-05,10:15,461.3,1845.1
신천,2026-09-05,10:30,508.8,2035.2
신천,2026-09-05,10:45,639.4,2557.4
신천,2026-09-05,11:00,657.6,2630.4
신천,2026-09-05,11:15,675.4,2701.4
신천,2026-09-05,11:30,674.9,2699.5
신천,2026-09-05,11:45,636.0,2544.0
신천,2026-09-05,12:00,641.8,2567.0
신천,2026-09-05,12:15,564.5,2257.9
신천,2026-09-05,12:30,535.2,2140.8
신천,2026-09-05,12:45,553.9,2215.7
신천,2026-09-05,13:00,544.8,2179.2
신천,2026-09-05,13:15,577.4,2309.8
신천,2026-09-05,13:30,564.5,2257.9
신천,2026-09-05,13:45,556.3,2225.3
신천,2026-09-05,14:00,552.5,2209.9
신천,2026-09-05,14:15,554.9,2219.5
신천,2026-09-05,14:30,524.2,2096.6
신천,2026-09-05,14:45,480.0,1920.0
신천,2026-09-05,15:00,530.9,2123.5
신천,2026-09-05,15:15,659.0,2636.2
신천,2026-09-05,15:30,646.1,2584.3
신천,2026-09-05,15:45,676.8,2707.2
신천,2026-09-05,16:00,580.8,2323.2
신천,2026-09-05,16:15,636.0,2544.0
신천,2026-09-05,16:30,675.8,2703.4
신천,2026-09-05,16:45,613.0,2451.8
신천,2026-09-05,17:00,541.9,2167.7
신천,2026-09-05,17:15,398.9,1595.5
신천,2026-09-05,17:30,362.4,1449.6
신천,2026-09-05,17:45,470.4,1881.6
신천,2026-09-05,18:00,474.7,1898.9
신천,2026-09-05,18:15,516.5,2065.9
신천,2026-09-05,18:30,574.6,2298.2
신천,2026-09-05,18:45,589.9,2359.7
신천,2026-09-05,19:00,575.5,2302.1
신천,2026-09-05,19:15,663.4,2653.4
신천,2026-09-05,19:30,652.8,2611.2
신천,2026-09-05,19:45,632.2,2528.6
신천,2026-09-05,20:00,669.1,2676.5
신천,2026-09-05,20:15,571.7,2286.7
신천,2026-09-05,20:30,506.9,2027.5
신천,2026-09-05,20:45,509.8,2039.0
신천,2026-09-05,21:00,508.8,2035.2
신천,2026-09-05,21:15,552.0,2208.0
신천,2026-09-05,21:30,554.9,2219.5
신천,2026-09-05,21:45,517.9,2071.7
신천,2026-09-05,22:00,515.5,2062.1
신천,2026-09-05,22:15,443.0,1772.2
신천,2026-09-05,22:30,387.4,1549.4
신천,2026-09-05,22:45,369.6,1478.4
신천,2026-09-05,23:00,323.0,1292.2
신천,2026-09-05,23:15,324.0,1296.0
신천,2026-09-05,23:30,357.1,1428.5
신천,2026-09-05,23:45,314.4,1257.6
신천,2026-09-05,24:00,254.4,1017.6
신천,2026-09-06,00:15,105.6,422.4
신천,2026-09-06,00:30,80.2,320.6
신천,2026-09-06,00:45,72.5,289.9
신천,2026-09-06,01:00,69.1,276.5
신천,2026-09-06,01:15,79.2,316.8
신천,2026-09-06,01:30,82.6,330.2
신천,2026-09-06,01:45,80.2,320.6
신천,2026-09-06,02:00,77.8,311.0
신천,2026-09-06,02:15,78.7,314.9
신천,2026-09-06,02:30,70.6,282.2
신천,2026-09-06,02:45,69.1,276.5
신천,2026-09-06,03:00,73.0,291.8
신천,2026-09-06,03:15,79.7,318.7
신천,2026-09-06,03:30,80.2,320.6
신천,2026-09-06,03:45,77.8,311.0
신천,2026-09-06,04:00,74.4,297.6
신천,2026-09-06,04:15,75.8,303.4
신천,2026-09-06,04:30,72.0,288.0
신천,2026-09-06,04:45,76.3,305.3
신천,2026-09-06,05:00,77.8,311.0
신천,2026-09-06,05:15,111.4,445.4
신천,2026-09-06,05:30,121.9,487.7
신천,2026-09-06,05:45,186.7,746.9
신천,2026-09-06,06:00,267.4,1069.4
신천,2026-09-06,06:15,266.4,1065.6
신천,2026-09-06,06:30,264.5,1057.9
신천,2026-09-06,06:45,267.4,1069.4
신천,2026-09-06,07:00,253.0,1011.8
신천,2026-09-06,07:15,278.9,1115.5
신천,2026-09-06,07:30,337.9,1351.7
신천,2026-09-06,07:45,400.3,1601.3
신천,2026-09-06,08:00,452.2,1808.6
신천,2026-09-06,08:15,458.4,1833.6
신천,2026-09-06,08:30,451.7,1806.7
신천,2026-09-06,08:45,457.4,1829.8
신천,2026-09-06,09:00,445.9,1783.7
신천,2026-09-06,09:15,342.2,1369.0
신천,2026-09-06,09:30,374.9,1499.5
신천,2026-09-06,09:45,366.2,1465.0
신천,2026-09-06,10:00,359.0,1436.2
신천,2026-09-06,10:15,449.3,1797.1
신천,2026-09-06,10:30,423.4,1693.4
신천,2026-09-06,10:45,618.7,2474.9
신천,2026-09-06,11:00,642.2,2569.0
신천,2026-09-06,11:15,660.5,2641.9
신천,2026-09-06,11:30,670.1,2680.3
신천,2026-09-06,11:45,614.4,2457.6
신천,2026-09-06,12:00,633.1,2532.5
신천,2026-09-06,12:15,590.9,2363.5
신천,2026-09-06,12:30,564.5,2257.9
신천,2026-09-06,12:45,564.0,2256.0
신천,2026-09-06,13:00,532.8,2131.2
신천,2026-09-06,13:15,558.7,2234.9
신천,2026-09-06,13:30,559.7,2238.7
신천,2026-09-06,13:45,554.4,2217.6
신천,2026-09-06,14:00,544.8,2179.2
신천,2026-09-06,14:15,570.7,2282.9
신천,2026-09-06,14:30,492.5,1969.9
신천,2026-09-06,14:45,530.4,2121.6
신천,2026-09-06,15:00,0.0,0.0
신천,2026-09-06,15:15,631.2,2524.8
신천,2026-09-06,15:30,609.6,2438.4
신천,2026-09-06,15:45,604.3,2417.3
신천,2026-09-06,16:00,561.6,2246.4
신천,2026-09-06,16:15,588.0,2352.0
신천,2026-09-06,16:30,677.8,2711.0
신천,2026-09-06,16:45,612.5,2449.9
신천,2026-09-06,17:00,526.6,2106.2
신천,2026-09-06,17:15,423.8,1695.4
신천,2026-09-06,17:30,346.1,1384.3
신천,2026-09-06,17:45,524.2,2096.6
신천,2026-09-06,18:00,577.9,2311.7
신천,2026-09-06,18:15,531.8,2127.4
신천,2026-09-06,18:30,0.0,0.0
신천,2026-09-06,18:45,0.0,0.0
신천,2026-09-06,19:00,0.0,0.0
신천,2026-09-06,19:15,0.0,0.0
신천,2026-09-06,19:30,0.0,0.0
신천,2026-09-06,19:45,0.0,0.0
신천,2026-09-06,20:00,0.0,0.0
신천,2026-09-06,20:15,0.0,0.0
신천,2026-09-06,20:30,0.0,0.0
신천,2026-09-06,20:45,0.0,0.0
신천,2026-09-06,21:00,0.0,0.0
신천,2026-09-06,21:15,0.0,0.0
신천,2026-09-06,21:30,0.0,0.0
신천,2026-09-06,21:45,0.0,0.0
신천,2026-09-06,22:00,0.0,0.0
신천,2026-09-06,22:15,0.0,0.0
신천,2026-09-06,22:30,0.0,0.0
신천,2026-09-06,22:45,0.0,0.0
신천,2026-09-06,23:00,0.0,0.0
신천,2026-09-06,23:15,0.0,0.0
신천,2026-09-06,23:30,0.0,0.0
신천,2026-09-06,23:45,0.0,0.0
신천,2026-09-06,24:00,0.0,0.0
방촌,2026-09-04,00:15,156.5,625.9
방촌,2026-09-04,00:30,136.8,547.2
방촌,2026-09-04,00:45,125.8,503.0
방촌,2026-09-04,01:00,130.1,520.3
방촌,2026-09-04,01:15,139.7,558.7
방촌,2026-09-04,01:30,150.2,601.0
방촌,2026-09-04,01:45,140.2,560.6
방촌,2026-09-04,02:00,141.1,564.5
방촌,2026-09-04,02:15,127.7,510.7
방촌,2026-09-04,02:30,123.8,495.4
방촌,2026-09-04,02:45,122.9,491.5
방촌,2026-09-04,03:00,120.5,481.9
방촌,2026-09-04,03:15,147.8,591.4
방촌,2026-09-04,03:30,142.6,570.2
방촌,2026-09-04,03:45,149.8,599.0
방촌,2026-09-04,04:00,129.6,518.4
방촌,2026-09-04,04:15,136.8,547.2
방촌,2026-09-04,04:30,110.9,443.5
방촌,2026-09-04,04:45,133.4,533.8
방촌,2026-09-04,05:00,142.1,568.3
방촌,2026-09-04,05:15,188.6,754.6
방촌,2026-09-04,05:30,212.2,848.6
방촌,2026-09-04,05:45,277.9,1111.7
방촌,2026-09-04,06:00,338.9,1355.5
방촌,2026-09-04,06:15,347.0,1388.2
방촌,2026-09-04,06:30,271.7,1086.7
방촌,2026-09-04,06:45,335.5,1342.1
방촌,2026-09-04,07:00,374.4,1497.6
방촌,2026-09-04,07:15,344.6,1378.6
방촌,2026-09-04,07:30,372.5,1489.9
방촌,2026-09-04,07:45,463.7,1854.7
방촌,2026-09-04,08:00,456.0,1824.0
방촌,2026-09-04,08:15,587.5,2350.1
방촌,2026-09-04,08:30,553.4,2213.8
방촌,2026-09-04,08:45,504.0,2016.0
방촌,2026-09-04,09:00,435.4,1741.4
방촌,2026-09-04,09:15,519.4,2077.4
방촌,2026-09-04,09:30,553.9,2215.7
방촌,2026-09-04,09:45,614.4,2457.6
방촌,2026-09-04,10:00,448.3,1793.3
방촌,2026-09-04,10:15,514.6,2058.2
방촌,2026-09-04,10:30,482.9,1931.5
방촌,2026-09-04,10:45,430.6,1722.2
방촌,2026-09-04,11:00,450.2,1801.0
방촌,2026-09-04,11:15,517.4,2069.8
방촌,2026-09-04,11:30,458.4,1833.6
방촌,2026-09-04,11:45,611.0,2444.2
방촌,2026-09-04,12:00,642.7,2570.9
방촌,2026-09-04,12:15,546.7,2186.9
방촌,2026-09-04,12:30,481.9,1927.7
방촌,2026-09-04,12:45,600.0,2400.0
방촌,2026-09-04,13:00,615.4,2461.4
방촌,2026-09-04,13:15,673.9,2695.7
방촌,2026-09-04,13:30,637.4,2549.8
방촌,2026-09-04,13:45,415.2,1660.8
방촌,2026-09-04,14:00,368.2,1472.6
방촌,2026-09-04,14:15,396.0,1584.0
방촌,2026-09-04,14:30,468.5,1873.9
방촌,2026-09-04,14:45,474.7,1898.9
방촌,2026-09-04,15:00,442.1,1768.3
방촌,2026-09-04,15:15,495.4,1981.4
방촌,2026-09-04,15:30,506.4,2025.6
방촌,2026-09-04,15:45,670.6,2682.2
방촌,2026-09-04,16:00,605.8,2423.0
방촌,2026-09-04,16:15,617.8,2471.0
방촌,2026-09-04,16:30,611.5,2446.1
방촌,2026-09-04,16:45,621.1,2484.5
방촌,2026-09-04,17:00,615.8,2463.4
방촌,2026-09-04,17:15,547.7,2190.7
방촌,2026-09-04,17:30,496.8,1987.2
방촌,2026-09-04,17:45,502.1,2008.3
방촌,2026-09-04,18:00,430.6,1722.2
방촌,2026-09-04,18:15,462.7,1850.9
방촌,2026-09-04,18:30,487.7,1950.7
방촌,2026-09-04,18:45,616.3,2465.3
방촌,2026-09-04,19:00,614.4,2457.6
방촌,2026-09-04,19:15,515.5,2062.1
방촌,2026-09-04,19:30,487.2,1948.8
방촌,2026-09-04,19:45,646.1,2584.3
방촌,2026-09-04,20:00,591.8,2367.4
방촌,2026-09-04,20:15,572.6,2290.6
방촌,2026-09-04,20:30,593.3,2373.1
방촌,2026-09-04,20:45,630.2,2521.0
방촌,2026-09-04,21:00,619.7,2478.7
방촌,2026-09-04,21:15,511.7,2046.7
방촌,2026-09-04,21:30,453.1,1812.5
방촌,2026-09-04,21:45,368.2,1472.6
방촌,2026-09-04,22:00,329.3,1317.1
방촌,2026-09-04,22:15,359.5,1438.1
방촌,2026-09-04,22:30,298.6,1194.2
방촌,2026-09-04,22:45,287.5,1150.1
방촌,2026-09-04,23:00,302.9,1211.5
방촌,2026-09-04,23:15,343.2,1372.8
방촌,2026-09-04,23:30,351.4,1405.4
방촌,2026-09-04,23:45,412.8,1651.2
방촌,2026-09-04,24:00,286.6,1146.2
방촌,2026-09-05,00:15,153.1,612.5
방촌,2026-09-05,00:30,148.8,595.2
방촌,2026-09-05,00:45,131.5,526.1
방촌,2026-09-05,01:00,135.4,541.4
방촌,2026-09-05,01:15,127.7,510.7
방촌,2026-09-05,01:30,141.1,564.5
방촌,2026-09-05,01:45,128.6,514.6
방촌,2026-09-05,02:00,128.2,512.6
방촌,2026-09-05,02:15,143.5,574.1
방촌,2026-09-05,02:30,118.6,474.2
방촌,2026-09-05,02:45,127.7,510.7
방촌,2026-09-05,03:00,119.0,476.2
방촌,2026-09-05,03:15,138.2,553.0
방촌,2026-09-05,03:30,137.3,549.1
방촌,2026-09-05,03:45,126.7,506.9
방촌,2026-09-05,04:00,132.5,529.9
방촌,2026-09-05,04:15,132.0,528.0
방촌,2026-09-05,04:30,121.9,487.7
방촌,2026-09-05,04:45,128.6,514.6
방촌,2026-09-05,05:00,140.6,562.6
방촌,2026-09-05,05:15,181.9,727.7
방촌,2026-09-05,05:30,200.2,800.6
방촌,2026-09-05,05:45,218.9,875.5
방촌,2026-09-05,06:00,248.6,994.6
방촌,2026-09-05,06:15,246.7,986.9
방촌,2026-09-05,06:30,272.2,1088.6
방촌,2026-09-05,06:45,297.1,1188.5
방촌,2026-09-05,07:00,264.0,1056.0
방촌,2026-09-05,07:15,327.4,1309.4
방촌,2026-09-05,07:30,356.2,1424.6
방촌,2026-09-05,07:45,358.6,1434.2
방촌,2026-09-05,08:00,312.5,1249.9
방촌,2026-09-05,08:15,332.6,1330.6
방촌,2026-09-05,08:30,466.6,1866.2
방촌,2026-09-05,08:45,437.3,1749.1
방촌,2026-09-05,09:00,421.0,1683.8
방촌,2026-09-05,09:15,448.8,1795.2
방촌,2026-09-05,09:30,493.9,1975.7
방촌,2026-09-05,09:45,516.5,2065.9
방촌,2026-09-05,10:00,411.8,1647.4
방촌,2026-09-05,10:15,490.6,1962.2
방촌,2026-09-05,10:30,415.2,1660.8
방촌,2026-09-05,10:45,407.0,1628.2
방촌,2026-09-05,11:00,414.2,1657.0
방촌,2026-09-05,11:15,407.0,1628.2
방촌,2026-09-05,11:30,418.1,1672.3
방촌,2026-09-05,11:45,663.8,2655.4
방촌,2026-09-05,12:00,541.0,2163.8
방촌,2026-09-05,12:15,586.1,2344.3
방촌,2026-09-05,12:30,639.8,2559.4
방촌,2026-09-05,12:45,649.0,2595.8
방촌,2026-09-05,13:00,688.3,2753.3
방촌,2026-09-05,13:15,609.6,2438.4
방촌,2026-09-05,13:30,619.7,2478.7
방촌,2026-09-05,13:45,514.6,2058.2
방촌,2026-09-05,14:00,530.9,2123.5
방촌,2026-09-05,14:15,507.8,2031.4
방촌,2026-09-05,14:30,566.9,2267.5
방촌,2026-09-05,14:45,498.7,1994.9
방촌,2026-09-05,15:00,418.6,1674.2
방촌,2026-09-05,15:15,381.1,1524.5
방촌,2026-09-05,15:30,420.5,1681.9
방촌,2026-09-05,15:45,522.2,2089.0
방촌,2026-09-05,16:00,595.2,2380.8
방촌,2026-09-05,16:15,605.3,2421.1
방촌,2026-09-05,16:30,606.2,2425.0
방촌,2026-09-05,16:45,598.1,2392.3
방촌,2026-09-05,17:00,657.1,2628.5
방촌,2026-09-05,17:15,543.4,2173.4
방촌,2026-09-05,17:30,528.5,2113.9
방촌,2026-09-05,17:45,468.5,1873.9
방촌,2026-09-05,18:00,449.3,1797.1
방촌,2026-09-05,18:15,445.0,1779.8
방촌,2026-09-05,18:30,519.4,2077.4
방촌,2026-09-05,18:45,572.6,2290.6
방촌,2026-09-05,19:00,489.6,1958.4
방촌,2026-09-05,19:15,520.8,2083.2
방촌,2026-09-05,19:30,499.2,1996.8
방촌,2026-09-05,19:45,567.4,2269.4
방촌,2026-09-05,20:00,573.6,2294.4
방촌,2026-09-05,20:15,577.9,2311.7
방촌,2026-09-05,20:30,648.5,2593.9
방촌,2026-09-05,20:45,628.3,2513.3
방촌,2026-09-05,21:00,577.9,2311.7
방촌,2026-09-05,21:15,553.9,2215.7
방촌,2026-09-05,21:30,525.6,2102.4
방촌,2026-09-05,21:45,395.0,1580.2
방촌,2026-09-05,22:00,355.2,1420.8
방촌,2026-09-05,22:15,329.3,1317.1
방촌,2026-09-05,22:30,312.0,1248.0
방촌,2026-09-05,22:45,317.8,1271.0
방촌,2026-09-05,23:00,293.8,1175.0
방촌,2026-09-05,23:15,265.0,1059.8
방촌,2026-09-05,23:30,269.8,1079.0
방촌,2026-09-05,23:45,315.4,1261.4
방촌,2026-09-05,24:00,241.9,967.7
방촌,2026-09-06,00:15,145.4,581.8
방촌,2026-09-06,00:30,127.7,510.7
방촌,2026-09-06,00:45,138.7,554.9
방촌,2026-09-06,01:00,127.2,508.8
방촌,2026-09-06,01:15,144.0,576.0
방촌,2026-09-06,01:30,128.6,514.6
방촌,2026-09-06,01:45,135.8,543.4
방촌,2026-09-06,02:00,126.7,506.9
방촌,2026-09-06,02:15,125.8,503.0
방촌,2026-09-06,02:30,122.4,489.6
방촌,2026-09-06,02:45,112.8,451.2
방촌,2026-09-06,03:00,131.0,524.2
방촌,2026-09-06,03:15,131.0,524.2
방촌,2026-09-06,03:30,133.4,533.8
방촌,2026-09-06,03:45,126.7,506.9
방촌,2026-09-06,04:00,138.2,553.0
방촌,2026-09-06,04:15,127.2,508.8
방촌,2026-09-06,04:30,121.4,485.8
방촌,2026-09-06,04:45,128.2,512.6
방촌,2026-09-06,05:00,127.2,508.8
방촌,2026-09-06,05:15,181.4,725.8
방촌,2026-09-06,05:30,187.2,748.8
방촌,2026-09-06,05:45,249.1,996.5
방촌,2026-09-06,06:00,252.0,1008.0
방촌,2026-09-06,06:15,283.7,1134.7
방촌,2026-09-06,06:30,233.8,935.0
방촌,2026-09-06,06:45,258.2,1033.0
방촌,2026-09-06,07:00,300.5,1201.9
방촌,2026-09-06,07:15,276.0,1104.0
방촌,2026-09-06,07:30,277.9,1111.7
방촌,2026-09-06,07:45,322.6,1290.2
방촌,2026-09-06,08:00,360.0,1440.0
방촌,2026-09-06,08:15,377.8,1511.0
방촌,2026-09-06,08:30,372.5,1489.9
방촌,2026-09-06,08:45,417.1,1668.5
방촌,2026-09-06,09:00,404.2,1616.6
방촌,2026-09-06,09:15,388.3,1553.3
방촌,2026-09-06,09:30,349.4,1397.8
방촌,2026-09-06,09:45,486.7,1946.9
방촌,2026-09-06,10:00,471.4,1885.4
방촌,2026-09-06,10:15,496.3,1985.3
방촌,2026-09-06,10:30,467.0,1868.2
방촌,2026-09-06,10:45,381.1,1524.5
방촌,2026-09-06,11:00,380.2,1520.6
방촌,2026-09-06,11:15,406.1,1624.3
방촌,2026-09-06,11:30,468.0,1872.0
방촌,2026-09-06,11:45,661.0,2643.8
방촌,2026-09-06,12:00,597.1,2388.5
방촌,2026-09-06,12:15,640.8,2563.2
방촌,2026-09-06,12:30,669.1,2676.5
방촌,2026-09-06,12:45,583.7,2334.7
방촌,2026-09-06,13:00,668.6,2674.6
방촌,2026-09-06,13:15,587.0,2348.2
방촌,2026-09-06,13:30,541.4,2165.8
방촌,2026-09-06,13:45,518.4,2073.6
방촌,2026-09-06,14:00,542.9,2171.5
방촌,2026-09-06,14:15,513.6,2054.4
방촌,2026-09-06,14:30,499.2,1996.8
방촌,2026-09-06,14:45,477.6,1910.4
방촌,2026-09-06,15:00,398.4,1593.6
방촌,2026-09-06,15:15,427.7,1710.7
방촌,2026-09-06,15:30,429.6,1718.4
방촌,2026-09-06,15:45,615.4,2461.4
방촌,2026-09-06,16:00,570.2,2281.0
방촌,2026-09-06,16:15,529.9,2119.7
방촌,2026-09-06,16:30,530.4,2121.6
방촌,2026-09-06,16:45,514.1,2056.3
방촌,2026-09-06,17:00,533.8,2135.0
방촌,2026-09-06,17:15,517.4,2069.8
방촌,2026-09-06,17:30,577.0,2307.8
방촌,2026-09-06,17:45,432.5,1729.9
방촌,2026-09-06,18:00,435.8,1743.4
방촌,2026-09-06,18:15,361.4,1445.8
방촌,2026-09-06,18:30,336.5,1345.9
방촌,2026-09-06,18:45,0.0,0.0
방촌,2026-09-06,19:00,0.0,0.0
방촌,2026-09-06,19:15,0.0,0.0
방촌,2026-09-06,19:30,0.0,0.0
방촌,2026-09-06,19:45,0.0,0.0
방촌,2026-09-06,20:00,0.0,0.0
방촌,2026-09-06,20:15,0.0,0.0
방촌,2026-09-06,20:30,0.0,0.0
방촌,2026-09-06,20:45,0.0,0.0
방촌,2026-09-06,21:00,0.0,0.0
방촌,2026-09-06,21:15,0.0,0.0
방촌,2026-09-06,21:30,0.0,0.0
방촌,2026-09-06,21:45,0.0,0.0
방촌,2026-09-06,22:00,0.0,0.0
방촌,2026-09-06,22:15,0.0,0.0
방촌,2026-09-06,22:30,0.0,0.0
방촌,2026-09-06,22:45,0.0,0.0
방촌,2026-09-06,23:00,0.0,0.0
방촌,2026-09-06,23:15,0.0,0.0
방촌,2026-09-06,23:30,0.0,0.0
방촌,2026-09-06,23:45,0.0,0.0
방촌,2026-09-06,24:00,0.0,0.0
안심,2026-09-04,00:15,174.2,697.0
안심,2026-09-04,00:30,129.1,516.5
안심,2026-09-04,00:45,127.7,510.7
안심,2026-09-04,01:00,128.6,514.6
안심,2026-09-04,01:15,128.6,514.6
안심,2026-09-04,01:30,135.8,543.4
안심,2026-09-04,01:45,125.8,503.0
안심,2026-09-04,02:00,121.4,485.8
안심,2026-09-04,02:15,128.2,512.6
안심,2026-09-04,02:30,117.6,470.4
안심,2026-09-04,02:45,126.7,506.9
안심,2026-09-04,03:00,127.7,510.7
안심,2026-09-04,03:15,133.4,533.8
안심,2026-09-04,03:30,136.8,547.2
안심,2026-09-04,03:45,124.8,499.2
안심,2026-09-04,04:00,124.8,499.2
안심,2026-09-04,04:15,162.2,649.0
안심,2026-09-04,04:30,265.0,1059.8
안심,2026-09-04,04:45,236.2,944.6
안심,2026-09-04,05:00,239.0,956.2
안심,2026-09-04,05:15,250.6,1002.2
안심,2026-09-04,05:30,271.7,1086.7
안심,2026-09-04,05:45,407.0,1628.2
안심,2026-09-04,06:00,396.5,1585.9
안심,2026-09-04,06:15,463.2,1852.8
안심,2026-09-04,06:30,475.2,1900.8
안심,2026-09-04,06:45,484.8,1939.2
안심,2026-09-04,07:00,461.8,1847.0
안심,2026-09-04,07:15,617.8,2471.0
안심,2026-09-04,07:30,603.8,2415.4
안심,2026-09-04,07:45,649.9,2599.7
안심,2026-09-04,08:00,656.2,2624.6
안심,2026-09-04,08:15,650.9,2603.5
안심,2026-09-04,08:30,704.6,2818.6
안심,2026-09-04,08:45,695.5,2782.1
안심,2026-09-04,09:00,704.6,2818.6
안심,2026-09-04,09:15,713.3,2853.1
안심,2026-09-04,09:30,677.8,2711.0
안심,2026-09-04,09:45,767.5,3070.1
안심,2026-09-04,10:00,774.7,3098.9
안심,2026-09-04,10:15,793.0,3171.8
안심,2026-09-04,10:30,759.4,3037.4
안심,2026-09-04,10:45,706.1,2824.3
안심,2026-09-04,11:00,788.6,3154.6
안심,2026-09-04,11:15,756.5,3025.9
안심,2026-09-04,11:30,715.7,2862.7
안심,2026-09-04,11:45,808.3,3233.3
안심,2026-09-04,12:00,833.8,3335.0
안심,2026-09-04,12:15,853.9,3415.7
안심,2026-09-04,12:30,787.2,3148.8
안심,2026-09-04,12:45,732.5,2929.9
안심,2026-09-04,13:00,721.9,2887.7
안심,2026-09-04,13:15,820.3,3281.3
안심,2026-09-04,13:30,860.2,3440.6
안심,2026-09-04,13:45,767.5,3070.1
안심,2026-09-04,14:00,730.6,2922.2
안심,2026-09-04,14:15,731.5,2926.1
안심,2026-09-04,14:30,736.3,2945.3
안심,2026-09-04,14:45,710.4,2841.6
안심,2026-09-04,15:00,742.6,2970.2
안심,2026-09-04,15:15,811.7,3246.7
안심,2026-09-04,15:30,787.7,3150.7
안심,2026-09-04,15:45,811.2,3244.8
안심,2026-09-04,16:00,813.6,3254.4
안심,2026-09-04,16:15,796.3,3185.3
안심,2026-09-04,16:30,870.2,3481.0
안심,2026-09-04,16:45,797.8,3191.0
안심,2026-09-04,17:00,849.1,3396.5
안심,2026-09-04,17:15,809.3,3237.1
안심,2026-09-04,17:30,869.3,3477.1
안심,2026-09-04,17:45,826.6,3306.2
안심,2026-09-04,18:00,843.4,3373.4
안심,2026-09-04,18:15,907.2,3628.8
안심,2026-09-04,18:30,872.6,3490.6
안심,2026-09-04,18:45,810.2,3241.0
안심,2026-09-04,19:00,800.2,3200.6
안심,2026-09-04,19:15,815.0,3260.2
안심,2026-09-04,19:30,744.0,2976.0
안심,2026-09-04,19:45,822.2,3289.0
안심,2026-09-04,20:00,800.2,3200.6
안심,2026-09-04,20:15,793.4,3173.8
안심,2026-09-04,20:30,821.8,3287.0
안심,2026-09-04,20:45,840.0,3360.0
안심,2026-09-04,21:00,772.3,3089.3
안심,2026-09-04,21:15,824.2,3296.6
안심,2026-09-04,21:30,826.1,3304.3
안심,2026-09-04,21:45,659.0,2636.2
안심,2026-09-04,22:00,664.8,2659.2
안심,2026-09-04,22:15,668.2,2672.6
안심,2026-09-04,22:30,652.8,2611.2
안심,2026-09-04,22:45,583.2,2332.8
안심,2026-09-04,23:00,592.3,2369.3
안심,2026-09-04,23:15,551.5,2206.1
안심,2026-09-04,23:30,517.9,2071.7
안심,2026-09-04,23:45,472.3,1889.3
안심,2026-09-04,24:00,422.9,1691.5
안심,2026-09-05,00:15,149.8,599.0
안심,2026-09-05,00:30,126.2,505.0
안심,2026-09-05,00:45,124.3,497.3
안심,2026-09-05,01:00,128.2,512.6
안심,2026-09-05,01:15,116.2,464.6
안심,2026-09-05,01:30,107.0,428.2
안심,2026-09-05,01:45,103.2,412.8
안심,2026-09-05,02:00,101.8,407.0
안심,2026-09-05,02:15,103.7,414.7
안심,2026-09-05,02:30,117.6,470.4
안심,2026-09-05,02:45,129.1,516.5
안심,2026-09-05,03:00,127.7,510.7
